"","Rank","Bib","Name","Nation","Pts","Time","Gender","Date","WMTRC","Race","img"
"1005","DNF",4230,"Immaculate CHEMUTAI","UGA",NA,"DNF","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ug_black.png"
"1006","DNS",4054,"Barbora MACUROVÁ","CZE",NA,"DNS","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cz_black.png"
"1007","DNS",4162,"Eli Anne DVERGSDAL","NOR",NA,"DNS","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/no_black.png"
"1008","did not show up",4007,"Rosa GODOY","ARG",NA,"did not show up","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ar_black.png"
"1009","did not show up",4091,"Caroline LAMBERT","GBR",NA,"did not show up","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1010","did not show up",4124,"Martina BILORA","ITA",NA,"did not show up","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1011","did not show up",4127,"Alice GAGGI","ITA",NA,"did not show up","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1012","did not show up",4221,"Flavia STUTZ","SUI",NA,"did not show up","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ch_black.png"
"1013","1",4225,"Leonard CHEMUTAI","UGA",190,"0:56:14","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ug_black.png"
"1014","2",4133,"Ombogo KIRIAGO PHILEMON","KEN",189,"0:56:22","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ke_black.png"
"1015","3",4094,"Filimon ABRAHAM","GER",188,"0:56:27","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/de_black.png"
"1016","4",4226,"Eliud CHEROP","UGA",187,"0:57:26","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ug_black.png"
"1017","5",4131,"Patrick KIPNGENO","KEN",186,"0:57:27","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ke_black.png"
"1018","6",4066,"Alejandro GARCÍA","ESP",185,"0:59:25","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/es_black.png"
"1019","7",4121,"Cesare MAESTRI","ITA",184,"0:59:28","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1020","8",4132,"Josphat KIPROTICH","KEN",183,"0:59:34","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ke_black.png"
"1021","9",4118,"Xavier CHEVRIER","ITA",182,"0:59:43","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1022","10",4064,"Andreu BLANES","ESP",181,"0:59:54","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/es_black.png"
"1023","11",4095,"Julius OTT","GER",180,"0:59:58","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/de_black.png"
"1024","12",4077,"Theodore KLEIN","FRA",179,"1:00:20","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/fr_black.png"
"1025","13",4238,"Liam MEIROW","USA",178,"1:00:26","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/us_black.png"
"1026","14",4123,"Alberto VENDER","ITA",177,"1:00:32","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1027","15",4079,"Emmanuel MEYSSAT","FRA",176,"1:00:44","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/fr_black.png"
"1028","16",4031,"Alexandre RICARD","CAN",175,"1:00:48","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ca_black.png"
"1029","17",4158,"Johan BUGGE","NOR",174,"1:00:51","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/no_black.png"
"1030","18",4088,"Joe STEWARD","GBR",173,"1:00:54","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1031","19",4050,"Jáchym KOVÁŘ","CZE",172,"1:01:07","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cz_black.png"
"1032","20",4084,"Jacob ADKIN","GBR",171,"1:01:16","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1033","21",4045,"Erenjia JIA","CHN",170,"1:01:18","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cn_black.png"
"1034","22",4085,"Andrew DOUGLAS","GBR",169,"1:01:25","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1035","23",4122,"Luciano ROTA","ITA",168,"1:01:28","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1036","24",4217,"Jonas SOLDINI","SUI",167,"1:01:28","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ch_black.png"
"1037","25",4178,"Marcin KUBICA","POL",166,"1:01:35","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/pl_black.png"
"1038","26",4235,"Casey CAMPBELL","USA",165,"1:01:38","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/us_black.png"
"1039","27",4068,"Ibai LARREA","ESP",164,"1:01:42","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/es_black.png"
"1040","28",4049,"Marek CHRASCINA","CZE",163,"1:02:10","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cz_black.png"
"1041","29",4243,"Pedro Jose PUENTES FIGUEROA","VEN",162,"1:02:33","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ve_black.png"
"1042","30",4149,"Miguel PEREZ","MEX",161,"1:02:43","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/mx_black.png"
"1043","31",4087,"Christopher RICHARDS","GBR",160,"1:02:50","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1044","32",4180,"Michał OLEJNIK","POL",159,"1:02:52","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/pl_black.png"
"1045","33",4029,"Sam HENDRY","CAN",158,"1:03:01","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ca_black.png"
"1046","34",4003,"Javier Adolfo CARRIQUEO","ARG",157,"1:03:11","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ar_black.png"
"1047","35",4201,"Timotej BEČAN","SLO",156,"1:03:14","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/si_black.png"
"1048","36",4057,"Augusto Geovanny ANDRADE PAGUAY","ECU",155,"1:03:15","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ec_black.png"
"1049","37",4052,"Matěj ZIMA","CZE",154,"1:03:16","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cz_black.png"
"1050","38",4181,"Dominik TABOR","POL",153,"1:03:23","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/pl_black.png"
"1051","39",4188,"Rares Imre MIKLOS","ROU",152,"1:03:35","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ro_black.png"
"1052","40",4213,"Fabian AEBERSOLD","SUI",151,"1:03:45","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ch_black.png"
"1053","41",4196,"Sipho MBANJWA","RSA",150,"1:03:51","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/za_black.png"
"1054","42",4179,"Piotr ŁOBODZIŃSKI","POL",149,"1:03:53","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/pl_black.png"
"1055","43",4097,"Maximilian ZEUS","GER",148,"1:04:01","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/de_black.png"
"1056","44",4051,"Michal ŠMAHEL","CZE",147,"1:04:04","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cz_black.png"
"1057","45",4038,"Diego Ignacio DIAZ","CHI",146,"1:04:24","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cl_black.png"
"1058","46",4228,"Dismas YEKO","UGA",145,"1:04:25","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ug_black.png"
"1059","47",4078,"Quentin MEYLEU","FRA",144,"1:04:26","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/fr_black.png"
"1060","48",4189,"Marius Valentin POPA","ROU",143,"1:04:33","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ro_black.png"
"1061","49",4183,"Carlos LOPES","POR",142,"1:04:38","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/pt_black.png"
"1062","50",4197,"Siboniso SOLDAKA","RSA",141,"1:04:43","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/za_black.png"
"1063","51",4067,"Eduardo HERNÁNDEZ","ESP",140,"1:04:50","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/es_black.png"
"1064","52",4076,"Alexandre FINE","FRA",139,"1:04:51","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/fr_black.png"
"1065","53",4165,"Toby BATCHELOR","NZL",138,"1:04:56","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/nz_black.png"
"1066","54",4039,"Gabriel MUÑOZ","CHI",137,"1:05:13","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cl_black.png"
"1067","55",4154,"Luke MICALLEF","MLT",136,"1:05:15","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/mt_black.png"
"1068","56",4112,"Killian MOONEY","IRL",135,"1:05:26","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ie_black.png"
"1069","57",4019,"Martin MATTLE","AUT",134,"1:05:30","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/at_black.png"
"1070","58",4103,"Ákos MOLNÁR","HUN",133,"1:05:31","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/hu_black.png"
"1071","59",4184,"Paulo MACEDO","POR",132,"1:05:51","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/pt_black.png"
"1072","60",4030,"Robert MCCANN","CAN",131,"1:06:00","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ca_black.png"
"1073","61",4010,"Jeremy HUNT","AUS",130,"1:06:03","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/au_black.png"
"1074","62",4150,"Tomas REYES","MEX",129,"1:06:04","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/mx_black.png"
"1075","63",4017,"Martin ENZENBERGER","AUT",128,"1:06:06","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/at_black.png"
"1076","64",4187,"Peter-Daniel HERMAN","ROU",127,"1:06:30","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ro_black.png"
"1077","65",4237,"Morgan ELLIOTT","USA",126,"1:06:31","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/us_black.png"
"1078","66",4058,"Oscar Paul BASANTES GUAÑUNA","ECU",125,"1:06:34","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ec_black.png"
"1079","67",4203,"Klemen ŠPANRING","SLO",124,"1:06:36","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/si_black.png"
"1080","68",4215,"Daniel LUSTENBERGER","SUI",123,"1:06:38","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ch_black.png"
"1081","69",4022,"Raoul RAUS","BEL",122,"1:06:46","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/be_black.png"
"1082","70",4174,"William Ricardo AVEIRO","PAR",121,"1:06:54","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/py_black.png"
"1083","71",4011,"Nathan PEARCE","AUS",120,"1:07:19","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/au_black.png"
"1084","72",4155,"Simon SPITERI","MLT",119,"1:07:26","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/mt_black.png"
"1085","73",4167,"Niam MACDONALD","NZL",118,"1:07:34","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/nz_black.png"
"1086","74",4160,"Halfdan-Emil FÆRØ","NOR",117,"1:07:45","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/no_black.png"
"1087","75",4074,"Lari TAKANEN","FIN",116,"1:07:50","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/fi_black.png"
"1088","76",4202,"Alexis CASTRO CALCE","URU",115,"1:08:12","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/uy_black.png"
"1089","77",4004,"Ezequiel Antonio LOPEZ","ARG",114,"1:08:13","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ar_black.png"
"1090","78",4194,"Llewellyn GROENEVELD","RSA",113,"1:08:13","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/za_black.png"
"1091","79",4102,"Patrik JUHÁSZ","HUN",112,"1:08:16","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/hu_black.png"
"1092","80",4012,"Leo PETERSON","AUS",111,"1:08:18","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/au_black.png"
"1093","81",4166,"Andy GOOD","NZL",110,"1:08:28","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/nz_black.png"
"1094","82",4028,"Jeffrey ARCHER","CAN",109,"1:08:35","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ca_black.png"
"1095","83",4186,"Pedro Miguel RODRIGUES","POR",108,"1:08:43","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/pt_black.png"
"1096","84",4109,"Timothy JOHNSTON","IRL",107,"1:08:48","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ie_black.png"
"1097","85",4037,"Hugo CONTRERAS","CHI",106,"1:08:52","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cl_black.png"
"1098","86",4096,"Philipp STUCKHARDT","GER",105,"1:08:59","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/de_black.png"
"1099","87",4185,"Eduardo PESTANA","POR",104,"1:09:08","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/pt_black.png"
"1100","88",4110,"James KEVAN","IRL",103,"1:09:09","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ie_black.png"
"1101","89",4005,"David Alexander NIEVA","ARG",102,"1:09:12","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ar_black.png"
"1102","90",4137,"Kristaps BĒRZIŅŠ","LAT",101,"1:09:20","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/lv_black.png"
"1103","91",4161,"Harald KÅRBÖ","NOR",100,"1:09:30","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/no_black.png"
"1104","92",4208,"Lorenzo BUGLI","SMR",99,"1:09:32","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/sm_black.png"
"1105","93",4060,"Max Napoleon ROHODEN JARAMILLO","ECU",98,"1:09:38","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ec_black.png"
"1106","94",4111,"Eoin LENNON","IRL",97,"1:10:04","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ie_black.png"
"1107","95",4104,"Zoltán VIGH","HUN",96,"1:10:09","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/hu_black.png"
"1108","96",4148,"Luis Fernando ORDOÑEZ","MEX",95,"1:10:19","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/mx_black.png"
"1109","97",4048,"Frank Dariel CASTRO PERÚ","CUB",94,"1:10:45","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cu_black.png"
"1110","98",4002,"Brian Rubén BURGOS","ARG",93,"1:10:58","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ar_black.png"
"1111","99",4138,"Edgars DAUGULIS","LAT",92,"1:11:04","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/lv_black.png"
"1112","100",4025,"Georgi ZHEKOV","BUL",91,"1:11:16","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/bg_black.png"
"1113","101",4073,"Samu HEISKA","FIN",90,"1:12:13","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/fi_black.png"
"1114","102",4036,"Darío CAMPOS","CHI",89,"1:12:25","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cl_black.png"
"1115","103",4059,"Alvaro Mauricio CARRANZA OLIVO","ECU",88,"1:12:34","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ec_black.png"
"1116","104",4140,"Jānis MEŽIELS","LAT",87,"1:12:54","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/lv_black.png"
"1117","105",4209,"Marco FRANCIONI","SMR",86,"1:13:07","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/sm_black.png"
"1118","106",4013,"Ewan SHINGLER","AUS",85,"1:14:22","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/au_black.png"
"1119","107",4147,"Roberto DEL VALLE","MEX",84,"1:14:52","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/mx_black.png"
"1120","108",4139,"Andrejs DMITRIJEVS","LAT",83,"1:16:17","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/lv_black.png"
"1121","109",4173,"Cristian Ariel ARANDA","PAR",82,"1:16:58","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/py_black.png"
"1122","110",4153,"Jake FENECH","MLT",81,"1:17:08","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/mt_black.png"
"1123","111",4143,"Karim RAMADAN","LBN",80,"1:18:54","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/lb_black.png"
"1124","112",4207,"Michele AGOSTINI","SMR",79,"1:19:10","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/sm_black.png"
"1125","113",4145,"Valentas UŽA","LTU",78,"1:21:18","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/lt_black.png"
"1126","114",4108,"Sagar KHEMANI","IND",77,"1:21:24","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/in_black.png"
"1127","115",4146,"Gediminas VILIUNAS","LTU",76,"1:21:54","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/lt_black.png"
"1128","116",4144,"Donatas JOCIUS","LTU",75,"1:23:55","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/lt_black.png"
"1129","117",4027,"Farrell HEDRICK","CAM",74,"1:29:03","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/kh_black.png"
"1130","118",4021,"Elmir ASKAROV","AZE",73,"1:30:47","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/az_black.png"
"1131","119",4175,"Oliver Horst KROLL","PAR",72,"1:30:57","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/py_black.png"
"1132","120",4117,"Haim MALKA","ISR",71,"1:53:58","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/il_black.png"
"1133","race stopped",4075,"SCHLUSSLÄUFER 2","FIN",NA,"race stopped","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/fi_black.png"
"1134","race stopped",4242,"SCHLUSSLÄUFER 2","USA",NA,"race stopped","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/us_black.png"
"1135","DNF",4018,"Manuel INNERHOFER","AUT",NA,"DNF","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/at_black.png"
"1136","DNF",4130,"Hillary KIMAIYO","KEN",NA,"DNF","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ke_black.png"
"1137","DNF",4195,"Mbuleli MATHANGA","RSA",NA,"DNF","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/za_black.png"
"1138","DNF",4216,"Dominik ROLLI","SUI",NA,"DNF","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ch_black.png"
"1139","DNF",4227,"Isaac Mande KIBET","UGA",NA,"DNF","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ug_black.png"
"1140","DNF",4236,"Dan CURTS","USA",NA,"DNF","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/us_black.png"
"1141","DNS",1062,"Alvaro Mauricio CARRANZA OLIVO","ECU",NA,"DNS","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ec_black.png"
"1142","DNS",2342,"Alexis CASTRO CALCE","URU",NA,"DNS","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/uy_black.png"
"1143","DNS",4024,"Joel TORREZ CRUZ","BOL",NA,"DNS","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/bo_black.png"
"1144","DNS",4026,"Ammarith ANN","CAM",NA,"DNS","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/kh_black.png"
"1145","DNS",4159,"Joel DYRHOVDEN","NOR",NA,"DNS","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/no_black.png"
"1146","did not show up",4001,"Kouider BOUREGBA","ALG",NA,"did not show up","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/dz_black.png"
"1147","did not show up",4044,"Yousheng GUAN","CHN",NA,"did not show up","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cn_black.png"
"1148","did not show up",4046,"Tao LUO","CHN",NA,"did not show up","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cn_black.png"
"1149","did not show up",4047,"Juwei ZI","CHN",NA,"did not show up","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cn_black.png"
"1150","did not show up",4065,"Miquel CORBERA","ESP",NA,"did not show up","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/es_black.png"
"1151","did not show up",4086,"Finlay GRANT","GBR",NA,"did not show up","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1152","did not show up",4119,"Isacco COSTA","ITA",NA,"did not show up","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1153","did not show up",4120,"Marco FILOSI","ITA",NA,"did not show up","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1154","did not show up",4168,"SCHLUSSLÄUFER","NZL",NA,"did not show up","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/nz_black.png"
"1155","did not show up",4214,"Roberto DELORENZI","SUI",NA,"did not show up","Male",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ch_black.png"
"1156","1",4353,"Rebecca FLAHERTY","GBR",190,"0:33:20","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1157","2",4337,"Ines HERAULT","ESP",189,"0:33:27","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/es_black.png"
